YEAR,ST,CT,TRACTCE,N,MOB_N,FRAC_BA,FRAC_BA_DECY,HOME_V,HOME_V2021,HOME_V2021_PERCAP,MOB_N_NB,MOB_SHM_NB,MOB_SCT_NB,MOB_SST_NB,MOB_DST_NB,MOB_DNT_NB,MOB_N_BA,MOB_SHM_BA,MOB_SCT_BA,MOB_SST_BA,MOB_DST_BA,MOB_DNT_BA
2012,06,075,025403,5385,5259,0.03498764023578627,6,724,832599.9999999999,158.31907206693285,5075,0,253,59,54,0,184,184,0,0,0,0
2012,06,075,026401,4107,4047,0.14825796886582654,9,684,786599.9999999999,194.36619718309856,3447,0,152,19,3,0,600,477,112,11,0,0
2012,06,075,030202,4351,4315,0.011355735805330244,3,335,385249.99999999994,89.28157589803011,4266,0,412,157,29,0,49,44,5,0,0,0
2012,06,075,035300,7890,7805,0,1,1733,1992949.9999999998,255.34272901985904,7805,0,232,31,0,0,0,0,0,0,0,0
2012,06,075,047600,5508,5460,0.0029304029304029304,1,667,767049.9999999999,140.48534798534797,5444,0,603,158,94,0,16,16,0,0,0,0
2012,06,075,010600,3942,3942,0.02054794520547945,5,147,169050,42.884322678843226,3861,0,150,98,172,0,81,6,0,23,52,0
2012,06,075,061000,3888,3799,0.19557778362727032,10,866,995899.9999999999,262.1479336667544,3056,0,205,103,180,0,743,720,23,0,0,0
2012,06,075,020300,3106,3106,0.018995492594977462,4,506,581900,187.34707018673535,3047,0,377,94,67,0,59,38,0,10,11,0
2012,06,075,020700,5709,5610,0.016577540106951873,4,931,1070650,190.84670231729055,5517,0,674,54,149,0,93,93,0,0,0,0
2012,06,075,020800,6470,6470,0.03353941267387944,6,390,448499.99999999994,69.31993817619782,6253,0,686,166,4,0,217,193,12,0,12,0
2012,06,075,021100,3992,3992,0.019288577154308616,4,992,1140800,285.77154308617236,3915,0,217,216,81,0,77,62,15,0,0,0
2012,06,075,021200,2837,2828,0.004243281471004243,2,855,983249.9999999999,347.68387553041015,2816,0,194,123,209,0,12,11,0,1,0,0
2012,06,075,021300,2510,2510,0,1,645,741750,295.51792828685257,2510,0,178,16,40,0,0,0,0,0,0,0
2012,06,075,010700,5555,5540,0.02924187725631769,6,193,221949.99999999997,40.06317689530685,5378,0,251,123,77,0,162,98,64,0,0,0
2012,06,075,016200,2276,2269,0.024239753195240195,5,214,246099.99999999997,108.46187747906565,2214,0,153,20,123,0,55,49,0,0,0,6
2012,06,075,016900,3123,3104,0.03318298969072165,6,418,480699.99999999994,154.86469072164945,3001,0,274,78,175,0,103,81,22,0,0,0
2012,06,075,033201,3725,3669,0.11447260834014718,9,0,0,0,3249,0,164,1750,210,0,420,91,133,196,0,0
2012,06,075,011100,5008,4988,0.08079390537289495,8,305,350750,70.3187650360866,4585,0,490,318,88,0,403,366,37,0,0,0
2012,06,075,011700,1396,1396,0.083810888252149,8,69,79350,56.84097421203438,1279,0,127,54,27,0,117,117,0,0,0,0
2012,06,075,025200,5766,5697,0.05476566614007372,7,1199,1378850,242.03089345269441,5385,0,493,44,80,0,312,296,0,16,0,0
2012,06,075,010100,3598,3598,0.029738743746525846,6,325,373750,103.87715397443024,3491,0,428,78,177,0,107,79,28,0,0,0
2012,06,075,011200,3170,3148,0,1,470,540500,171.69631512071157,3148,0,188,93,137,0,0,0,0,0,0,0
2012,06,075,013400,3770,3651,0.043275814845247874,6,538,618700,169.46042180224595,3493,0,151,99,42,0,158,137,16,5,0,0
2012,06,075,015100,2000,2000,0.0045,2,499,573850,286.925,1991,0,209,55,16,0,9,9,0,0,0,0
2012,06,075,015700,7489,7489,0.07664574709574042,8,688,791199.9999999999,105.64828415008678,6915,0,780,1451,390,0,574,463,28,58,0,25
2012,06,075,016400,3951,3896,0.09856262833675565,8,334,384099.99999999994,98.588295687885,3512,0,472,273,95,0,384,322,8,40,14,0
